Experiment,Specification,Model,Serial Number,Size of Train Set,R^2 Score,MAE Score
02 Sparsity Simulation,0.955219103952324,OHE,0.0,2304.0,0.7698253130247698,0.09272855625869976
02 Sparsity Simulation,0.955219103952324,OHE,1.0,2304.0,0.7794719761176371,0.08967341723674298
02 Sparsity Simulation,0.955219103952324,OHE,2.0,2304.0,0.7761032214867329,0.09142001192590833
02 Sparsity Simulation,0.955219103952324,OHE,3.0,2304.0,0.7828587985791196,0.08903902801298541
02 Sparsity Simulation,0.955219103952324,OHE,4.0,2304.0,0.8132889738809951,0.08652495810829446
02 Sparsity Simulation,0.955219103952324,OHE,5.0,2304.0,0.7771813025899559,0.09191429682052796
02 Sparsity Simulation,0.955219103952324,OHE,6.0,2304.0,0.7587830160945993,0.09512179297961354
02 Sparsity Simulation,0.955219103952324,OHE,7.0,2304.0,0.7651084269551933,0.09273652841417623
02 Sparsity Simulation,0.955219103952324,OHE,8.0,2304.0,0.8109581225078083,0.08657734781134739
02 Sparsity Simulation,0.955219103952324,OHE,9.0,2304.0,0.8037997470610534,0.0878567257363794
02 Sparsity Simulation,0.9682956151070738,OHE,0.0,3024.0,0.8058219127606321,0.08418452518933081
02 Sparsity Simulation,0.9682956151070738,OHE,1.0,3024.0,0.7843270963360139,0.08897437133381497
02 Sparsity Simulation,0.9682956151070738,OHE,2.0,3024.0,0.7990225668878129,0.08590935647875321
02 Sparsity Simulation,0.9682956151070738,OHE,3.0,3024.0,0.8052992021950279,0.08381189667152564
02 Sparsity Simulation,0.9682956151070738,OHE,4.0,3024.0,0.8162153705130052,0.08380582984617553
02 Sparsity Simulation,0.9682956151070738,OHE,5.0,3024.0,0.7962478817710608,0.08752832889012331
02 Sparsity Simulation,0.9682956151070738,OHE,6.0,3024.0,0.7970265222650021,0.08813790594559823
02 Sparsity Simulation,0.9682956151070738,OHE,7.0,3024.0,0.7830052569484482,0.08844837958147772
02 Sparsity Simulation,0.9682956151070738,OHE,8.0,3024.0,0.7971572398698243,0.08737197260570312
02 Sparsity Simulation,0.9682956151070738,OHE,9.0,3024.0,0.8228178876370451,0.08264115978876413
02 Sparsity Simulation,0.9705504928718681,OHE,0.0,3168.0,0.7994513278538811,0.08513581803388419
02 Sparsity Simulation,0.9705504928718681,OHE,1.0,3168.0,0.7908909873999742,0.08650465217121169
02 Sparsity Simulation,0.9705504928718681,OHE,2.0,3168.0,0.8009748379484181,0.08545128753633505
02 Sparsity Simulation,0.9705504928718681,OHE,3.0,3168.0,0.8060767103261878,0.08236513200490785
02 Sparsity Simulation,0.9705504928718681,OHE,4.0,3168.0,0.8144017011924085,0.08370727846152269
02 Sparsity Simulation,0.9705504928718681,OHE,5.0,3168.0,0.7938736044987785,0.0876650384889308
02 Sparsity Simulation,0.9705504928718681,OHE,6.0,3168.0,0.8096420589584947,0.08494913801354417
02 Sparsity Simulation,0.9705504928718681,OHE,7.0,3168.0,0.7852742342451406,0.08804755661366499
02 Sparsity Simulation,0.9705504928718681,OHE,8.0,3168.0,0.8136057196758253,0.08408829127298602
02 Sparsity Simulation,0.9705504928718681,OHE,9.0,3168.0,0.8111083940688062,0.08402825314964013
02 Sparsity Simulation,0.9726953391241954,OHE,0.0,3311.0,0.8026694165126159,0.08484847478422086
02 Sparsity Simulation,0.9726953391241954,OHE,1.0,3311.0,0.7916097200486603,0.086044042834603
02 Sparsity Simulation,0.9726953391241954,OHE,2.0,3311.0,0.7985074392550213,0.08588861468118136
02 Sparsity Simulation,0.9726953391241954,OHE,3.0,3311.0,0.8024935972342331,0.08273193344621768
02 Sparsity Simulation,0.9726953391241954,OHE,4.0,3311.0,0.8177477920203655,0.08301060539468004
02 Sparsity Simulation,0.9726953391241954,OHE,5.0,3311.0,0.8092137530471006,0.08486082570276998
02 Sparsity Simulation,0.9726953391241954,OHE,6.0,3311.0,0.8048322430567678,0.08529192086723437
02 Sparsity Simulation,0.9726953391241954,OHE,7.0,3311.0,0.7938845842986594,0.08623261290553992
02 Sparsity Simulation,0.9726953391241954,OHE,8.0,3311.0,0.8141284303586879,0.08348128302365959
02 Sparsity Simulation,0.9726953391241954,OHE,9.0,3311.0,0.8261354746399373,0.0829924105861888
02 Sparsity Simulation,0.9659363289248455,OHE,0.0,2880.0,0.7988033126594549,0.08629790318270376
02 Sparsity Simulation,0.9659363289248455,OHE,1.0,2880.0,0.7867367285737202,0.08746724978965235
02 Sparsity Simulation,0.9659363289248455,OHE,2.0,2880.0,0.8045941900669956,0.08469499725861668
02 Sparsity Simulation,0.9659363289248455,OHE,3.0,2880.0,0.7907303594035334,0.08568792154773458
02 Sparsity Simulation,0.9659363289248455,OHE,4.0,2880.0,0.8098112562505524,0.08497462909670847
02 Sparsity Simulation,0.9659363289248455,OHE,5.0,2880.0,0.7900183777867298,0.0887877257032523
02 Sparsity Simulation,0.9659363289248455,OHE,6.0,2880.0,0.7814725350826891,0.09055059807153497
02 Sparsity Simulation,0.9659363289248455,OHE,7.0,2880.0,0.7918901218674738,0.08742959287284971
02 Sparsity Simulation,0.9659363289248455,OHE,8.0,2880.0,0.7991615384616377,0.08714962102996365
02 Sparsity Simulation,0.9659363289248455,OHE,9.0,2880.0,0.7985020834379772,0.08596271939262577
02 Sparsity Simulation,0.9767737974212208,OHE,0.0,3600.0,0.8166464565441944,0.08218015255445965
02 Sparsity Simulation,0.9767737974212208,OHE,1.0,3600.0,0.8019579071119484,0.08428957616395318
02 Sparsity Simulation,0.9767737974212208,OHE,2.0,3600.0,0.8184674947780113,0.08132827768630113
02 Sparsity Simulation,0.9767737974212208,OHE,3.0,3600.0,0.8193733453582547,0.08005730133744336
02 Sparsity Simulation,0.9767737974212208,OHE,4.0,3600.0,0.8202841593968808,0.0811148349114548
02 Sparsity Simulation,0.9767737974212208,OHE,5.0,3600.0,0.8103583971712325,0.0841723270229602
02 Sparsity Simulation,0.9767737974212208,OHE,6.0,3600.0,0.8053364606190709,0.08570932789985025
02 Sparsity Simulation,0.9767737974212208,OHE,7.0,3600.0,0.7939958707554174,0.08571412373392959
02 Sparsity Simulation,0.9767737974212208,OHE,8.0,3600.0,0.8182666404096643,0.08244144210205899
02 Sparsity Simulation,0.9767737974212208,OHE,9.0,3600.0,0.8326699122541954,0.07991150067151015
02 Sparsity Simulation,0.9786911650661339,OHE,0.0,3744.0,0.8229260495718705,0.08041977111365224
02 Sparsity Simulation,0.9786911650661339,OHE,1.0,3744.0,0.8035783177372631,0.08385840963649921
02 Sparsity Simulation,0.9786911650661339,OHE,2.0,3744.0,0.8158551127695931,0.08226539903681088
02 Sparsity Simulation,0.9786911650661339,OHE,3.0,3744.0,0.8163310158755206,0.07955525701573564
02 Sparsity Simulation,0.9786911650661339,OHE,4.0,3744.0,0.8306929615679268,0.07925884084844048
02 Sparsity Simulation,0.9786911650661339,OHE,5.0,3744.0,0.803826182526206,0.08557791736122551
02 Sparsity Simulation,0.9786911650661339,OHE,6.0,3744.0,0.8104801149642921,0.08552602986127184
02 Sparsity Simulation,0.9786911650661339,OHE,7.0,3744.0,0.804304406542147,0.0832649230334973
02 Sparsity Simulation,0.9786911650661339,OHE,8.0,3744.0,0.8207318891533638,0.08178910962509814
02 Sparsity Simulation,0.9786911650661339,OHE,9.0,3744.0,0.8364562413301965,0.07901939258608917
02 Sparsity Simulation,0.9805397149177206,OHE,0.0,3888.0,0.8103234250108555,0.08220773711122037
02 Sparsity Simulation,0.9805397149177206,OHE,1.0,3888.0,0.8040967093754017,0.08358641589178717
02 Sparsity Simulation,0.9805397149177206,OHE,2.0,3888.0,0.8177175875072341,0.081685330794962
02 Sparsity Simulation,0.9805397149177206,OHE,3.0,3888.0,0.8180626503110017,0.0792410822620786
02 Sparsity Simulation,0.9805397149177206,OHE,4.0,3888.0,0.8283395288731544,0.0792466793299414
02 Sparsity Simulation,0.9805397149177206,OHE,5.0,3888.0,0.8154813410049571,0.08337105487740433
02 Sparsity Simulation,0.9805397149177206,OHE,6.0,3888.0,0.8071165091056542,0.08486713440228354
02 Sparsity Simulation,0.9805397149177206,OHE,7.0,3888.0,0.8051144544314697,0.0832495669686214
02 Sparsity Simulation,0.9805397149177206,OHE,8.0,3888.0,0.8263075183818376,0.08083565389771233
02 Sparsity Simulation,0.9805397149177206,OHE,9.0,3888.0,0.8368616432734703,0.07884479547909505
02 Sparsity Simulation,0.9747821379701602,OHE,0.0,3456.0,0.8036458384612716,0.08452477806012991
02 Sparsity Simulation,0.9747821379701602,OHE,1.0,3456.0,0.8074174783617806,0.08280371286932682
02 Sparsity Simulation,0.9747821379701602,OHE,2.0,3456.0,0.7983346524511606,0.08634889283634019
02 Sparsity Simulation,0.9747821379701602,OHE,3.0,3456.0,0.8145759913284119,0.08080419764481016
02 Sparsity Simulation,0.9747821379701602,OHE,4.0,3456.0,0.8193087571016671,0.08205829661651526
02 Sparsity Simulation,0.9747821379701602,OHE,5.0,3456.0,0.8110545413646929,0.08492437907158659
02 Sparsity Simulation,0.9747821379701602,OHE,6.0,3456.0,0.8074043827869177,0.0852504491287212
02 Sparsity Simulation,0.9747821379701602,OHE,7.0,3456.0,0.7864241362625477,0.08799473856036931
02 Sparsity Simulation,0.9747821379701602,OHE,8.0,3456.0,0.8227037763887911,0.08179158928489527
02 Sparsity Simulation,0.9747821379701602,OHE,9.0,3456.0,0.8372612459349449,0.07973091994571695
02 Sparsity Simulation,0.9823121499205378,OHE,0.0,4031.0,0.8163813614134409,0.08121427275789646
02 Sparsity Simulation,0.9823121499205378,OHE,1.0,4031.0,0.8069549565627553,0.08282384096142176
02 Sparsity Simulation,0.9823121499205378,OHE,2.0,4031.0,0.8178480710195869,0.08093976010800086
02 Sparsity Simulation,0.9823121499205378,OHE,3.0,4031.0,0.8220653956275823,0.07824583159414973
02 Sparsity Simulation,0.9823121499205378,OHE,4.0,4031.0,0.8312287433505291,0.07906993381619845
02 Sparsity Simulation,0.9823121499205378,OHE,5.0,4031.0,0.8142379037141985,0.08342247901768259
02 Sparsity Simulation,0.9823121499205378,OHE,6.0,4031.0,0.8120824036435788,0.08352585028049865
02 Sparsity Simulation,0.9823121499205378,OHE,7.0,4031.0,0.8023750528694021,0.08401359069443319
02 Sparsity Simulation,0.9823121499205378,OHE,8.0,4031.0,0.8262844690441994,0.08019008764483393
02 Sparsity Simulation,0.9823121499205378,OHE,9.0,4031.0,0.8411334611745311,0.07802782129811822
03a Noise Simulation (Relative),0.0,BERT,0.0,4031.0,0.8183157614895968,0.0805980203513776
03a Noise Simulation (Relative),0.0,BERT,1.0,4031.0,0.8148747116267719,0.08078654125480593
03a Noise Simulation (Relative),0.0,BERT,2.0,4031.0,0.7921571238444243,0.08743429443616083
03a Noise Simulation (Relative),0.0,BERT,3.0,4031.0,0.799822180243638,0.0845050381013051
03a Noise Simulation (Relative),0.0,BERT,4.0,4031.0,0.8058587192470336,0.08629711591609593
03a Noise Simulation (Relative),0.0,BERT,5.0,4031.0,0.802386564353982,0.0836464340477932
03a Noise Simulation (Relative),0.0,BERT,6.0,4031.0,0.8141645422737759,0.08294792077886498
03a Noise Simulation (Relative),0.0,BERT,7.0,4031.0,0.8055399864612846,0.08293637050374908
03a Noise Simulation (Relative),0.0,BERT,8.0,4031.0,0.7983172669322085,0.08622785328063141
03a Noise Simulation (Relative),0.0,BERT,9.0,4031.0,0.808626415636397,0.08248538617347644
03a Noise Simulation (Relative),0.1,BERT,0.0,4031.0,0.7914371869739807,0.08598834987503412
03a Noise Simulation (Relative),0.1,BERT,1.0,4031.0,0.7962103759879204,0.08851180987268997
03a Noise Simulation (Relative),0.1,BERT,2.0,4031.0,0.8065963894262066,0.08535318968160914
03a Noise Simulation (Relative),0.1,BERT,3.0,4031.0,0.785413590364274,0.0884591792350376
03a Noise Simulation (Relative),0.1,BERT,4.0,4031.0,0.7888026619658871,0.08713636579838642
03a Noise Simulation (Relative),0.1,BERT,5.0,4031.0,0.7993904675890495,0.08690313610702544
03a Noise Simulation (Relative),0.1,BERT,6.0,4031.0,0.8019906456568269,0.08579309700190972
03a Noise Simulation (Relative),0.1,BERT,7.0,4031.0,0.8011886347586021,0.08324376883077704
03a Noise Simulation (Relative),0.1,BERT,8.0,4031.0,0.7919645614954253,0.0878726826993456
03a Noise Simulation (Relative),0.1,BERT,9.0,4031.0,0.7944539540139008,0.0858956708785786
03a Noise Simulation (Relative),0.15,BERT,0.0,4031.0,0.7576536994170969,0.0944485353394756
03a Noise Simulation (Relative),0.15,BERT,1.0,4031.0,0.7878886260034614,0.09234132131686748
03a Noise Simulation (Relative),0.15,BERT,2.0,4031.0,0.7833578019223192,0.0905251340659332
03a Noise Simulation (Relative),0.15,BERT,3.0,4031.0,0.7712308952394513,0.09310116579949787
03a Noise Simulation (Relative),0.15,BERT,4.0,4031.0,0.7685423051819564,0.09171376428370147
03a Noise Simulation (Relative),0.15,BERT,5.0,4031.0,0.7909097390901203,0.08929683148721954
03a Noise Simulation (Relative),0.15,BERT,6.0,4031.0,0.7866219394539036,0.08924608561178901
03a Noise Simulation (Relative),0.15,BERT,7.0,4031.0,0.7742658764245576,0.0910729599782576
03a Noise Simulation (Relative),0.15,BERT,8.0,4031.0,0.7681585773668469,0.09432328169257484
03a Noise Simulation (Relative),0.15,BERT,9.0,4031.0,0.7899182064946829,0.08864014487564681
03a Noise Simulation (Relative),0.2,BERT,0.0,4031.0,0.7353782686115659,0.09961658612611704
03a Noise Simulation (Relative),0.2,BERT,1.0,4031.0,0.7437281448185133,0.10104342090007838
03a Noise Simulation (Relative),0.2,BERT,2.0,4031.0,0.7535761794750764,0.09936016656999848
03a Noise Simulation (Relative),0.2,BERT,3.0,4031.0,0.7158174789215074,0.10454430127904614
03a Noise Simulation (Relative),0.2,BERT,4.0,4031.0,0.7353305779463127,0.10133383828206652
03a Noise Simulation (Relative),0.2,BERT,5.0,4031.0,0.7427179498947756,0.0993879954382128
03a Noise Simulation (Relative),0.2,BERT,6.0,4031.0,0.7422732203732809,0.10209332903060668
03a Noise Simulation (Relative),0.2,BERT,7.0,4031.0,0.7539577109101685,0.09511258069090836
03a Noise Simulation (Relative),0.2,BERT,8.0,4031.0,0.7428171102500245,0.09969461537091676
03a Noise Simulation (Relative),0.2,BERT,9.0,4031.0,0.7491500710889272,0.09855951049913496
03a Noise Simulation (Relative),0.25,BERT,0.0,4031.0,0.6840810108027683,0.11035290073435557
03a Noise Simulation (Relative),0.25,BERT,1.0,4031.0,0.7102362872200988,0.10827464026586207
03a Noise Simulation (Relative),0.25,BERT,2.0,4031.0,0.7232071134310365,0.1061950014286708
03a Noise Simulation (Relative),0.25,BERT,3.0,4031.0,0.6844653497969779,0.11215021487284732
03a Noise Simulation (Relative),0.25,BERT,4.0,4031.0,0.7137779403283174,0.10525748803535216
03a Noise Simulation (Relative),0.25,BERT,5.0,4031.0,0.7395220631298106,0.10244621284600633
03a Noise Simulation (Relative),0.25,BERT,6.0,4031.0,0.7142265263010356,0.1064949414706576
03a Noise Simulation (Relative),0.25,BERT,7.0,4031.0,0.6746714119104531,0.1125684479881156
03a Noise Simulation (Relative),0.25,BERT,8.0,4031.0,0.6823891782104657,0.11306315455430972
03a Noise Simulation (Relative),0.25,BERT,9.0,4031.0,0.7043674516303458,0.10498857174169886
03a Noise Simulation (Relative),0.3,BERT,0.0,4031.0,0.6355349805421344,0.11870726032156165
03a Noise Simulation (Relative),0.3,BERT,1.0,4031.0,0.6851557947792482,0.11200673763079606
03a Noise Simulation (Relative),0.3,BERT,2.0,4031.0,0.665892279144341,0.1171679529270962
03a Noise Simulation (Relative),0.3,BERT,3.0,4031.0,0.6539333105602907,0.11534781331212872
03a Noise Simulation (Relative),0.3,BERT,4.0,4031.0,0.6832299841434188,0.11091176589556738
03a Noise Simulation (Relative),0.3,BERT,5.0,4031.0,0.6714910037008723,0.11562905237240224
03a Noise Simulation (Relative),0.3,BERT,6.0,4031.0,0.6798804765802313,0.11481933437529852
03a Noise Simulation (Relative),0.3,BERT,7.0,4031.0,0.7021330325240916,0.10744931197847556
03a Noise Simulation (Relative),0.3,BERT,8.0,4031.0,0.6708622403088886,0.11325305615315448
03a Noise Simulation (Relative),0.3,BERT,9.0,4031.0,0.665543446386017,0.11368887383380925
03a Noise Simulation (Relative),0.05,BERT,0.0,4031.0,0.7947531706744533,0.08500682236745909
03a Noise Simulation (Relative),0.05,BERT,1.0,4031.0,0.8108743086268567,0.08402411888191244
03a Noise Simulation (Relative),0.05,BERT,2.0,4031.0,0.8224266338363042,0.08233070108261481
03a Noise Simulation (Relative),0.05,BERT,3.0,4031.0,0.7919422220208443,0.08552248119864549
03a Noise Simulation (Relative),0.05,BERT,4.0,4031.0,0.7855200710743149,0.0861210663546226
03a Noise Simulation (Relative),0.05,BERT,5.0,4031.0,0.8007063462375641,0.08542034623212992
03a Noise Simulation (Relative),0.05,BERT,6.0,4031.0,0.8061985384163969,0.08376165277247748
03a Noise Simulation (Relative),0.05,BERT,7.0,4031.0,0.8047425966419176,0.08335873462332331
03a Noise Simulation (Relative),0.05,BERT,8.0,4031.0,0.7984789372747104,0.08318082852151035
03a Noise Simulation (Relative),0.05,BERT,9.0,4031.0,0.8072314126423304,0.08320002992149284
03a Noise Simulation (Relative),0.0,MFF,0.0,4031.0,0.847584365484425,0.07434791519780945
03a Noise Simulation (Relative),0.0,MFF,1.0,4031.0,0.8390735528858615,0.07569167794189044
03a Noise Simulation (Relative),0.0,MFF,2.0,4031.0,0.8517323940257927,0.07434919375057114
03a Noise Simulation (Relative),0.0,MFF,3.0,4031.0,0.8448510827640231,0.07456704460074465
03a Noise Simulation (Relative),0.0,MFF,4.0,4031.0,0.8331868782147944,0.07904130328975978
03a Noise Simulation (Relative),0.0,MFF,5.0,4031.0,0.8379306018314034,0.07636540956507636
03a Noise Simulation (Relative),0.0,MFF,6.0,4031.0,0.8545209783490932,0.07267915464668884
03a Noise Simulation (Relative),0.0,MFF,7.0,4031.0,0.8384458531636538,0.07628749755998929
03a Noise Simulation (Relative),0.0,MFF,8.0,4031.0,0.8548399373090174,0.07451752361934437
03a Noise Simulation (Relative),0.0,MFF,9.0,4031.0,0.8495379875100597,0.07373611496012973
03a Noise Simulation (Relative),0.1,MFF,0.0,4031.0,0.8306877464443412,0.07692684675373918
03a Noise Simulation (Relative),0.1,MFF,1.0,4031.0,0.8473071420055591,0.07753194566914612
03a Noise Simulation (Relative),0.1,MFF,2.0,4031.0,0.8431314916332866,0.07705970523438711
03a Noise Simulation (Relative),0.1,MFF,3.0,4031.0,0.8307407562733097,0.07949260962919094
03a Noise Simulation (Relative),0.1,MFF,4.0,4031.0,0.8196578840127235,0.08140806710385742
03a Noise Simulation (Relative),0.1,MFF,5.0,4031.0,0.8369945841617826,0.07870384649988392
03a Noise Simulation (Relative),0.1,MFF,6.0,4031.0,0.8340636600053692,0.07804818321287546
03a Noise Simulation (Relative),0.1,MFF,7.0,4031.0,0.8458980190131564,0.0753220786108908
03a Noise Simulation (Relative),0.1,MFF,8.0,4031.0,0.8432674683783565,0.0760914359593423
03a Noise Simulation (Relative),0.1,MFF,9.0,4031.0,0.8304802399096464,0.07835446875349936
03a Noise Simulation (Relative),0.15,MFF,0.0,4031.0,0.8201002942379491,0.07998056296338943
03a Noise Simulation (Relative),0.15,MFF,1.0,4031.0,0.8362940502946661,0.08055090411628403
03a Noise Simulation (Relative),0.15,MFF,2.0,4031.0,0.841780754755937,0.07704394071070103
03a Noise Simulation (Relative),0.15,MFF,3.0,4031.0,0.8271230225774159,0.08122515041642753
03a Noise Simulation (Relative),0.15,MFF,4.0,4031.0,0.8150161338833712,0.08233608234697119
03a Noise Simulation (Relative),0.15,MFF,5.0,4031.0,0.8274756132730218,0.08085294418676221
03a Noise Simulation (Relative),0.15,MFF,6.0,4031.0,0.8305971547595898,0.07938849214246119
03a Noise Simulation (Relative),0.15,MFF,7.0,4031.0,0.8382145572573242,0.07712789907922009
03a Noise Simulation (Relative),0.15,MFF,8.0,4031.0,0.8374679839694394,0.07822567979992913
03a Noise Simulation (Relative),0.15,MFF,9.0,4031.0,0.8237454943013472,0.08148464037465132
03a Noise Simulation (Relative),0.2,MFF,0.0,4031.0,0.8062269208115688,0.08341391268928497
03a Noise Simulation (Relative),0.2,MFF,1.0,4031.0,0.8247685946208951,0.08415981401903742
03a Noise Simulation (Relative),0.2,MFF,2.0,4031.0,0.8294061805852089,0.0814082706638685
03a Noise Simulation (Relative),0.2,MFF,3.0,4031.0,0.8056937291347015,0.08714670197093427
03a Noise Simulation (Relative),0.2,MFF,4.0,4031.0,0.8058511518662377,0.08593981301315227
03a Noise Simulation (Relative),0.2,MFF,5.0,4031.0,0.8188812708283408,0.08331019742934312
03a Noise Simulation (Relative),0.2,MFF,6.0,4031.0,0.8105594274652299,0.0844275296442769
