Experiment,Specification,Model,Serial Number,Size of Train Set,R^2 Score,MAE Score
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,OHE,5,68.0,0.6002219898057324,0.119920319462105
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0154235145385587,OHE,6,61.0,0.4988355687944029,0.1196176105213483
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0176991150442477,OHE,7,70.0,0.7264031173841381,0.085302896312475
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0156763590391908,OHE,8,62.0,0.4957710228078079,0.1097447480517018
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,OHE,9,68.0,0.3168646093688239,0.1123050053603717
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0346396965865992,OHE,0,137.0,0.7617365932511475,0.0878813685932641
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0366624525916561,OHE,1,145.0,0.5745719580817377,0.1150681239108373
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0399494310998735,OHE,2,158.0,0.6914411456705895,0.0877437120901068
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0353982300884955,OHE,3,140.0,0.6252571108418619,0.1051455154056093
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0323640960809102,OHE,4,128.0,0.6554301113188881,0.1044183346207902
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0356510745891276,OHE,5,141.0,0.5121674631086354,0.1322273900852424
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0323640960809102,OHE,6,128.0,0.5601143747019479,0.1090732263646358
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0374209860935524,OHE,7,148.0,0.5157779197650327,0.1083371836969495
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0338811630847029,OHE,8,134.0,0.6624543948827568,0.1008515454349802
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0356510745891276,OHE,9,141.0,0.6073669072242301,0.1106534039849526
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0525916561314791,OHE,0,208.0,0.6129765000850989,0.1042038777980953
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0563843236409608,OHE,1,223.0,0.7470205441512655,0.0857760880032702
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0606826801517067,OHE,2,240.0,0.8175453616613018,0.0777556141483611
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0530973451327433,OHE,3,210.0,0.7426149125318761,0.0824121682020851
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0495575221238938,OHE,4,196.0,0.7258791908872201,0.0908994779561563
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0548672566371681,OHE,5,217.0,0.6949664271574288,0.0950429989712643
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0495575221238938,OHE,6,196.0,0.5389132667827574,0.1120665765346371
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0566371681415929,OHE,7,224.0,0.7075871535850965,0.0862604627860878
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0518331226295828,OHE,8,205.0,0.52343113379714,0.1153322845993541
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0548672566371681,OHE,9,217.0,0.6774387911171196,0.0998069266989553
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.070543615676359,OHE,0,279.0,0.6399342082528943,0.097596673723258
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0753476611883691,OHE,1,298.0,0.7758827909905224,0.0838591691344426
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0809102402022756,OHE,2,320.0,0.7930247822384859,0.0768852561291809
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0718078381795195,OHE,3,284.0,0.7299594048137754,0.0896676287397992
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0664981036662452,OHE,4,263.0,0.7002527871989482,0.0853181819197114
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0730720606826801,OHE,5,289.0,0.7602640203904818,0.0816650546419963
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0664981036662452,OHE,6,263.0,0.6979347053876959,0.08592496100684
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0766118836915297,OHE,7,303.0,0.7135034844841721,0.0892676951803777
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0692793931731984,OHE,8,274.0,0.7765875199709831,0.0840311381923908
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0730720606826801,OHE,9,289.0,0.6023231104973826,0.0985730077990647
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0882427307206068,OHE,0,349.0,0.740475319016979,0.0827846450947666
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0938053097345132,OHE,1,371.0,0.7868187299804642,0.0859658913972834
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.1011378002528445,OHE,2,400.0,0.6687914707411526,0.0912531468480195
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0902654867256637,OHE,3,357.0,0.7084859304395861,0.0944820585343868
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0826801517067003,OHE,4,327.0,0.7478897331963479,0.0849249189932856
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0917825537294563,OHE,5,363.0,0.7358152806338663,0.0838337002305563
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0826801517067003,OHE,6,327.0,0.7350661690108352,0.0859733037630761
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0958280657395701,OHE,7,379.0,0.7722287164635389,0.0821843356351772
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0867256637168141,OHE,8,343.0,0.7420590101737189,0.0874217812203767
05c Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0917825537294563,OHE,9,363.0,0.7739854062175131,0.0781492131143504
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0169405815423514,BLP,0,67.0,-2.3684610157943005,0.3698745754459558
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0174462705436156,BLP,1,69.0,-1.8995014694320929,0.3452533601043999
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0197218710493046,BLP,2,78.0,-2.3745434938057426,0.3512785896180915
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,BLP,3,68.0,-1.9935774534549864,0.3517769445482872
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0154235145385587,BLP,4,61.0,-1.3118107104942598,0.3024446251847349
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,BLP,5,68.0,-2.027808235122607,0.3446044438102484
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0154235145385587,BLP,6,61.0,-2.194219370960254,0.3494237603923963
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0176991150442477,BLP,7,70.0,-2.375739601379112,0.3662230680939576
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0156763590391908,BLP,8,62.0,-3.289038771627368,0.4047110322160001
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,BLP,9,68.0,-1.945829964491841,0.340254422277122
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0346396965865992,BLP,0,137.0,-1.494860916309872,0.331072916068718
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0366624525916561,BLP,1,145.0,-1.3188872858575027,0.3205994775645355
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0399494310998735,BLP,2,158.0,-1.7844786927201175,0.3571151073754879
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0353982300884955,BLP,3,140.0,-1.3665919925464256,0.3248051142447404
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0323640960809102,BLP,4,128.0,-1.2714286564400847,0.3249685029281145
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0356510745891276,BLP,5,141.0,-1.127512682182696,0.324386531793882
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0323640960809102,BLP,6,128.0,-1.264337813183372,0.327157501693781
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0374209860935524,BLP,7,148.0,-1.7543202107864566,0.3514559353949146
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0338811630847029,BLP,8,134.0,-0.8784269495838068,0.2985794989101243
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0356510745891276,BLP,9,141.0,-1.436793858684509,0.3431982883372829
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0525916561314791,BLP,0,208.0,-1.5163387436167164,0.3409339781267418
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0563843236409608,BLP,1,223.0,-1.6082284761090615,0.3574271505407653
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0606826801517067,BLP,2,240.0,-1.8170833984604904,0.3508905786455895
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0530973451327433,BLP,3,210.0,-1.4994834133609327,0.3427972217131569
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0495575221238938,BLP,4,196.0,-1.648668605171511,0.3462389351486687
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0548672566371681,BLP,5,217.0,-1.6705156892759896,0.3574239696188604
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0495575221238938,BLP,6,196.0,-1.2570705956723396,0.3288295675371752
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0566371681415929,BLP,7,224.0,-1.4069375514262186,0.3329147761958784
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0518331226295828,BLP,8,205.0,-1.4879182203933872,0.3393197398446392
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0548672566371681,BLP,9,217.0,-1.2818563172352977,0.3362737497812338
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.070543615676359,BLP,0,279.0,-1.5393651375245052,0.3449544283957613
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0753476611883691,BLP,1,298.0,-1.3721872057123117,0.3362727164807216
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0809102402022756,BLP,2,320.0,-1.517891386507424,0.3478509573895925
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0718078381795195,BLP,3,284.0,-1.2978192656755518,0.3401560977837556
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0664981036662452,BLP,4,263.0,-1.501255574117836,0.334744711786215
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0730720606826801,BLP,5,289.0,-1.1002834219491555,0.3140067342952908
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0664981036662452,BLP,6,263.0,-1.248609996029272,0.3237003925642514
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0766118836915297,BLP,7,303.0,-1.4308487108894197,0.3352779079769481
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0692793931731984,BLP,8,274.0,-1.202718678187472,0.325962720152545
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0730720606826801,BLP,9,289.0,-1.5549820897883275,0.3501219297915179
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0882427307206068,BLP,0,349.0,-1.555755644225854,0.3454731392119679
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0938053097345132,BLP,1,371.0,-1.2445280855383314,0.3262484144263276
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.1011378002528445,BLP,2,400.0,-1.4723246834577717,0.3388818136213424
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0902654867256637,BLP,3,357.0,-1.475882610216554,0.3425969754059002
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0826801517067003,BLP,4,327.0,-1.473769540861146,0.3409372985870613
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0917825537294563,BLP,5,363.0,-1.465810512056129,0.3436634013914882
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0826801517067003,BLP,6,327.0,-1.457340041391619,0.3426096827940244
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0958280657395701,BLP,7,379.0,-1.337093150352572,0.3379640900144606
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0867256637168141,BLP,8,343.0,-1.3474611069395506,0.3310640036054406
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0917825537294563,BLP,9,363.0,-1.2774450557066857,0.3241033667449348
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0169405815423514,MFF,0,67.0,-0.5226376520768377,0.2242256416514144
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0174462705436156,MFF,1,69.0,0.0834136413962656,0.1909046709189331
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0197218710493046,MFF,2,78.0,-0.1766869804554298,0.2028747401888283
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,MFF,3,68.0,-0.7565295779896573,0.2589097179594697
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0154235145385587,MFF,4,61.0,0.295079944889252,0.1709154607140342
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,MFF,5,68.0,-0.5880884760344067,0.2438469848452485
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0154235145385587,MFF,6,61.0,-0.2751681820953398,0.218493394346987
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0176991150442477,MFF,7,70.0,-1.0858926078701925,0.2828984872778196
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0156763590391908,MFF,8,62.0,-1.633888578262714,0.30452676522109
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,MFF,9,68.0,0.1477438048880291,0.1812692934208937
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0346396965865992,MFF,0,137.0,0.4568489425045153,0.1425903322615293
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0366624525916561,MFF,1,145.0,0.2777192601171349,0.1552222831186923
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0399494310998735,MFF,2,158.0,0.4922617469167905,0.1373586554959801
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0353982300884955,MFF,3,140.0,0.0293049981619009,0.2008583834533467
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0323640960809102,MFF,4,128.0,0.1183217090121447,0.1874181172375389
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0356510745891276,MFF,5,141.0,0.2633215158186114,0.1754916522723978
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0323640960809102,MFF,6,128.0,0.2769495879290071,0.1713381595190157
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0374209860935524,MFF,7,148.0,0.361961168106525,0.1589743922103814
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0338811630847029,MFF,8,134.0,0.3805991788785686,0.1496882461807323
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0356510745891276,MFF,9,141.0,0.2578364766591173,0.184579548406137
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0525916561314791,MFF,0,208.0,0.3900314423889714,0.154642806006576
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0563843236409608,MFF,1,223.0,0.2409810768552315,0.1706458710252417
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0606826801517067,MFF,2,240.0,0.782907700851178,0.090528197464187
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0530973451327433,MFF,3,210.0,0.443800523886929,0.1503511340455524
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0495575221238938,MFF,4,196.0,0.3918322025226576,0.1605239504019544
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0548672566371681,MFF,5,217.0,0.3147856538138397,0.1577976799017443
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0495575221238938,MFF,6,196.0,0.1760973387444879,0.1792975082715767
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0566371681415929,MFF,7,224.0,0.6839484014101653,0.1159682450424171
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0518331226295828,MFF,8,205.0,0.2059179095975826,0.1778649587317624
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0548672566371681,MFF,9,217.0,0.5421664581303308,0.1375947823263545
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.070543615676359,MFF,0,279.0,0.6016299253317006,0.1219531593154203
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0753476611883691,MFF,1,298.0,0.6558768486162803,0.1164262377812088
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0809102402022756,MFF,2,320.0,0.6293288295338695,0.1201246716602902
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0718078381795195,MFF,3,284.0,0.5597881997962137,0.129654703449385
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0664981036662452,MFF,4,263.0,0.6045184206268628,0.119363040854956
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0730720606826801,MFF,5,289.0,0.7017469228775426,0.1050580406187859
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0664981036662452,MFF,6,263.0,0.6456611706451639,0.1040077663069071
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0766118836915297,MFF,7,303.0,0.6058854973026124,0.1178074882599622
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0692793931731984,MFF,8,274.0,0.7067769220630671,0.0999576656463484
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0730720606826801,MFF,9,289.0,0.5377656509643953,0.1328999104562373
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0882427307206068,MFF,0,349.0,0.7068029098373644,0.1031101439373567
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0938053097345132,MFF,1,371.0,0.7211456692871443,0.1053708359762541
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.1011378002528445,MFF,2,400.0,0.6670277889962734,0.1068577559892695
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0902654867256637,MFF,3,357.0,0.5217007783800863,0.1355976585283667
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0826801517067003,MFF,4,327.0,0.6392337197296291,0.114570062049844
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0917825537294563,MFF,5,363.0,0.6239525002962039,0.1168538072064103
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0826801517067003,MFF,6,327.0,0.7051343376916906,0.0994461825714336
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0958280657395701,MFF,7,379.0,0.6972985217501921,0.1100400554582101
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0867256637168141,MFF,8,343.0,0.7174088003785395,0.1036407578384613
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0917825537294563,MFF,9,363.0,0.6547790707486462,0.1142938927004668
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0169405815423514,OHE,0,67.0,-0.6349557872794775,0.2332018833872658
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0174462705436156,OHE,1,69.0,-0.7929635380355347,0.2583959744698934
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0197218710493046,OHE,2,78.0,-0.1379091778170225,0.201463656365472
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,OHE,3,68.0,-1.02875112664511,0.2667560264777489
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0154235145385587,OHE,4,61.0,0.4099017376810162,0.1476377264106568
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,OHE,5,68.0,-0.6208017138779096,0.2396741284525129
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0154235145385587,OHE,6,61.0,-0.3935664961444118,0.2358076068995646
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0176991150442477,OHE,7,70.0,-1.0021213125215538,0.2694126979680526
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0156763590391908,OHE,8,62.0,-1.7991901087740567,0.3237791771546031
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0171934260429835,OHE,9,68.0,-0.6985743214989781,0.2311938025584409
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0346396965865992,OHE,0,137.0,0.5446983171954235,0.1387158200738621
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0366624525916561,OHE,1,145.0,-0.0949861542775554,0.1935334522114123
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0399494310998735,OHE,2,158.0,0.2032450865128171,0.1713215877360913
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0353982300884955,OHE,3,140.0,-0.0201740610263694,0.2027147561336888
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0323640960809102,OHE,4,128.0,-0.0063757684271492,0.1959960311981405
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0356510745891276,OHE,5,141.0,0.257582349697191,0.1759283731797332
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0323640960809102,OHE,6,128.0,0.2994533114981151,0.1758345261769512
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0374209860935524,OHE,7,148.0,0.2199518883000085,0.1751657706836919
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0338811630847029,OHE,8,134.0,0.5644514528894965,0.1337106405404545
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0356510745891276,OHE,9,141.0,0.2398428078165033,0.1761432823175985
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0525916561314791,OHE,0,208.0,0.5426882036897589,0.1339331088152316
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0563843236409608,OHE,1,223.0,0.3700424715556566,0.1592396218374925
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0606826801517067,OHE,2,240.0,0.5024886617427013,0.1324181105059065
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0530973451327433,OHE,3,210.0,0.370936123759604,0.1628091288511436
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0495575221238938,OHE,4,196.0,0.4603932231410871,0.1461072424732589
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0548672566371681,OHE,5,217.0,0.3829444498012659,0.1542959234480297
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0495575221238938,OHE,6,196.0,0.4423854007638071,0.1509876933420857
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0566371681415929,OHE,7,224.0,0.5034491434059669,0.1358438077176593
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0518331226295828,OHE,8,205.0,0.1311230182615747,0.186800012432817
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0548672566371681,OHE,9,217.0,0.3545454269965979,0.1609014622189462
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.070543615676359,OHE,0,279.0,0.5042688450925769,0.1320317909954931
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0753476611883691,OHE,1,298.0,0.6543773779373785,0.1177494997007606
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0809102402022756,OHE,2,320.0,0.5494461706003487,0.1326276285495865
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0718078381795195,OHE,3,284.0,0.4126955540254183,0.1470986599479222
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0664981036662452,OHE,4,263.0,0.5952698113754049,0.1243775032435666
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0730720606826801,OHE,5,289.0,0.5361016264648886,0.1326244661721237
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0664981036662452,OHE,6,263.0,0.6179338648398969,0.1169157916259068
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0766118836915297,OHE,7,303.0,0.4469678621699773,0.1348704755661478
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0692793931731984,OHE,8,274.0,0.6031079563959278,0.1165458821856817
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0730720606826801,OHE,9,289.0,0.5711036303553022,0.1365487003479449
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0882427307206068,OHE,0,349.0,0.6762448473821454,0.1104676160022196
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0938053097345132,OHE,1,371.0,0.5989497408191624,0.1199520929838545
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.1011378002528445,OHE,2,400.0,0.6329064384363127,0.1124335044606373
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0902654867256637,OHE,3,357.0,0.4844194002705386,0.1405581566050211
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0826801517067003,OHE,4,327.0,0.5881396434516901,0.1223726929237943
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0917825537294563,OHE,5,363.0,0.5174566954816873,0.1310034728272616
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0826801517067003,OHE,6,327.0,0.5881044221991878,0.1193476262846842
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0958280657395701,OHE,7,379.0,0.618518641191286,0.1266895548657498
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0867256637168141,OHE,8,343.0,0.478729092847211,0.1427265661333846
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.0917825537294563,OHE,9,363.0,0.7117433890063376,0.0977133859944858
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,0,337.0,0.3234153666642253,0.1701894730199502
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,1,317.0,0.0283861259742017,0.2152790587284035
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,2,401.0,0.1411719602557222,0.1923636331202864
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,3,337.0,0.4492946116794399,0.1473343420751719
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,4,337.0,0.4596516965712046,0.1515186990961101
